,modelo_trabalho_atual,bancos_dados_usados_dia_a_dia,tamanho_empresa,desafios_gestor,cargo_atual,satisfacao_trabalho,idade,area_formacao,linguagem_principal,nivel_hierarquico,id_participante,linguagens_usadas_dia_a_dia,situacao_trabalho,tamanho_equipe_dados,criterios_escolha_emprego,modelo_trabalho_ideal,regiao_residencia,atua_como_gestor,tempo_busca_emprego_meses,experiencia_dados_anos,setor_atuacao,nivel_ensino,ano,experiencia_anos_num,regiao_origem,entrevistas_ultimos_6m,genero,uf_residencia,motivos_insatisfacao,salario_medio_mensal,planos_mudar_emprego,grupo_cargo,faixa_idade,experiencia_ti_anos,ferramentas_bi_usadas_dia_a_dia,tipo_oportunidade_buscada,faixa_salarial
3873,Modelo 100% remoto,"SAP HANA, Google BigQuery",Acima de 3.000,,Analista de Dados/Data Analyst,True,28.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Sênior,pqts4xckr2r1s72ar7kpqts4xintxsyv,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Qualidade dos gestores e líderes, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Varejo,Graduação/Bacharelado,2022,3.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de Dados,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
3874,Modelo 100% remoto,,de 101 a 500,"Desenvolver e manter modelos Machine Learning em produção., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,True,51.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pqrsp2s9lfglov1dv6571m26bpqrsp2s,,Empregado (CLT),11 - 20,"Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Sul,True,,de 4 a 6 anos,Finanças ou Bancos,Doutorado ou Phd,2022,5.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SC,,18000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,50-54,Mais de 10 anos,,,de R$ 16.001/mês a R$ 20.000/mês
3875,Modelo 100% presencial,"SAP HANA, PostgreSQL, Firebird, Oracle, SQL SERVER, S3",de 501 a 1.000,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,True,27.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Python,Pleno,pqlmsq1q58p39589v4zj9pqlmsqhig5w,"Python, SQL, JavaScript",Empregado (CLT),,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Centro-oeste,False,,de 3 a 4 anos,Agronegócios,Graduação/Bacharelado,2022,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MT,,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Engenheiro de Dados,25-29,de 3 a 4 anos,,,de R$ 4.001/mês a R$ 6.000/mês
3876,Modelo 100% remoto,"MySQL, S3, SQL SERVER, MongoDB, PostgreSQL, Elaticsearch",de 11 a 50,,Analista de BI/BI Analyst,True,27.0,Outras Engenharias,SQL,Sênior,pqd10ejv1q98rkr2dkgkpqd1ebaveypb,SQL,Empreendedor ou Empregado (CNPJ),,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Área de Consultoria,Graduação/Bacharelado,2022,3.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de BI,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
3877,Modelo 100% presencial,Amazon Aurora ou RDS,de 101 a 500,,Cientista de Dados/Data Scientist,False,22.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Python,Júnior,pq2ukq2yeumt36u8hhzp3pq2ukbi911g,"SQL, Python",Estagiário,,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Indústria,Estudante de Graduação,2022,1.5,Sudeste,"Sim, fui aprovado e mudei de emprego",Masculino,MG,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual",1500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Cientista de Dados,22-24,de 3 a 4 anos,,,de R$ 1.001/mês a R$ 2.000/mês
3878,Modelo 100% remoto,Snowflake,de 501 a 1.000,,Analista de Dados/Data Analyst,True,28.0,Outras Engenharias,Python,Sênior,ppxvk6kaa5vrik35f3ppxvk6kaqxilt5,"Python, SQL",Empregado (CLT),,"Remuneração/Salário, Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sudeste,False,,de 4 a 6 anos,Finanças ou Bancos,Pós-graduação,2022,5.0,,"Sim, fui aprovado e mudei de emprego",Masculino,RJ,,10000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Analista de Dados,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
3879,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Acima de 3.000,"Contratar novos talentos., Convencer a empresa a aumentar os investimentos na área de dados., Garantir retorno do investimento (ROI) em projetos de dados.",,True,27.0,Outras Engenharias,,,ppob4cm3ajx3ezcwppoglcn9o2pwz867,,Empregado (CLT),51 - 100,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,de 4 a 6 anos,Varejo,Graduação/Bacharelado,2022,5.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,18000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,25-29,Menos de 1 ano,,,de R$ 16.001/mês a R$ 20.000/mês
3880,Modelo 100% presencial,Oracle,Acima de 3.000,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,True,25.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,JavaScript,Júnior,ppatwk7f4i9ioicvppatq8tx6ldpg6hm,"SQL, JavaScript",Estagiário,,Plano de carreira e oportunidades de crescimento profissional,Modelo 100% remoto,Sudeste,False,,Menos de 1 ano,Setor Público,Estudante de Graduação,2022,0.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MG,,1500.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Outros,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 1.001/mês a R$ 2.000/mês
3881,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"MySQL, Sybase, SQL SERVER, Google BigQuery, Microsoft Access",Acima de 3.000,,Analista de Negócios/Business Analyst,True,28.0,Outras Engenharias,Python,Pleno,potv50pisxpqf7klfkpotvokqjr70fbc,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,False,,de 3 a 4 anos,Varejo,Graduação/Bacharelado,2022,3.5,,"Sim, fui aprovado e mudei de emprego",Masculino,,,22500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de Negócios,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 20.001/mês a R$ 25.000/mês
3882,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Nenhum,de 101 a 500,,Analista de Marketing,True,22.0,Outras Engenharias,Python,Júnior,poiyhqsh8t5uhqobpob5l80oo5haowkt,"R, Python, Matlab",Estagiário,,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Tecnologia/Fábrica de Software,Estudante de Graduação,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,1500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,22-24,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 1.001/mês a R$ 2.000/mês
3883,Modelo 100% remoto,"Amazon Redshift, PostgreSQL, Hive, Amazon Aurora ou RDS, Presto, Amazon Athena, S3",de 101 a 500,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,True,29.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,Python,Pleno,pocr7c43u4gu9znvehpocri2mmc91foc,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,False,,de 3 a 4 anos,Setor Imobiliário/ Construção Civil,Mestrado,2022,3.5,Sudeste,"Sim, fiz entrevistas mas não fui aprovado",Masculino,PR,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Engenheiro de Dados,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Looker, Google Data Studio, Tableau",,de R$ 6.001/mês a R$ 8.000/mês
3884,Modelo 100% remoto,"DynamoDB, Amazon Redshift, Presto, S3, Amazon Athena, Elaticsearch",de 101 a 500,,Engenheiro de Machine Learning/ML Engineer,True,29.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Python,Sênior,pnlt16w67bas87uxyqrp0ae4pnlt16wl,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo 100% remoto,Sudeste,False,,de 4 a 6 anos,Setor Imobiliário/ Construção Civil,Estudante de Graduação,2022,5.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,14000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Engenheiro de ML,25-29,Menos de 1 ano,,,de R$ 12.001/mês a R$ 16.000/mês
3885,Modelo 100% remoto,SQL SERVER,Acima de 3.000,,Analista de Dados/Data Analyst,True,32.0,Outra opção,SQL,Sênior,pn1c246vra8j1tihwbp31pn1c24677n2,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Modelo 100% remoto,Sudeste,False,,de 3 a 4 anos,Setor Alimentício,Graduação/Bacharelado,2022,3.5,,"Sim, fui aprovado e mudei de emprego",Masculino,RJ,,10000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
3886,Modelo híbrido com dias fixos de trabalho presencial,SQL SERVER,Acima de 3.000,,Analista de BI/BI Analyst,True,31.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,SQL,Pleno,pmxhpqx9fryd5el0opmxhpqvtaqwk6ze,"SQL, SAS/Stata",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Tecnologia/Fábrica de Software,Pós-graduação,2022,1.5,,"Sim, fui aprovado e mudei de emprego",Feminino,SP,,5000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de BI,30-34,Menos de 1 ano,,,de R$ 4.001/mês a R$ 6.000/mês
3887,Modelo 100% remoto,SQL SERVER,de 501 a 1.000,,Analista de Dados/Data Analyst,True,24.0,Outras Engenharias,SQL,Pleno,pmw18t4mn3sple1x4zpmw18awq8i4o7l,"Python, SQL",Empregado (CLT),,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Nordeste,False,,de 3 a 4 anos,Finanças ou Bancos,Pós-graduação,2022,3.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,CE,,7000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Analista de Dados,22-24,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 6.001/mês a R$ 8.000/mês
3888,,,,,,,23.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pmpr7sgqvwzj9pmpr7uuue4ryzx2d5ra,,"Desempregado, buscando recolocação",,,,Sudeste,,1 ano - 2 anos,,,Estudante de Graduação,2022,,,,Masculino,SP,,,,Não se aplica/Outra área,22-24,,,Analista de Dados/Data Analyst,
3889,,,,,,,28.0,,,,pmor4yxww0oqcj24pmor4yrwle5hgk2z,,Desempregado e não estou buscando recolocação,,,,Nordeste,,,,,Não tenho graduação formal,2022,,,,Masculino,CE,,,,Não se aplica/Outra área,25-29,,,,
3890,Modelo híbrido com dias fixos de trabalho presencial,,Acima de 3.000,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Organizar as informações e garantir a qualidade e confiabilidade., Conseguir levar inovação para a empresa através dos dados.",,True,37.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pmnqbe87mpdqo6b6xr2fpmnqbe8qhsjb,,Empregado (CLT),101 - 300,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,Mais de 10 anos,Área de Consultoria,Pós-graduação,2022,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,27500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Não se aplica/Outra área,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 25.001/mês a R$ 30.000/mês
3891,Modelo 100% presencial,"Oracle, MySQL",de 501 a 1.000,,Analista de BI/BI Analyst,False,28.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,SQL,Pleno,pmk3bykpupol2qtb2jpmk3byk2i0ja5g,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,False,,de 3 a 4 anos,Setor Automotivo,Graduação/Bacharelado,2022,3.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,ES,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",3500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de BI,25-29,de 1 a 2 anos,Microsoft PowerBI,,de R$ 3.001/mês a R$ 4.000/mês
3892,Modelo 100% remoto,PostgreSQL,de 501 a 1.000,,Cientista de Dados/Data Scientist,True,20.0,Outras Engenharias,Python,Júnior,pm0g0evj1vy9o6bj1bujwtg1pm0g0ev7,"SQL, Python",Estagiário,,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Nordeste,False,,de 1 a 2 anos,Educação,Estudante de Graduação,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MA,,1500.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Cientista de Dados,17-21,de 3 a 4 anos,,,de R$ 1.001/mês a R$ 2.000/mês
3893,Modelo híbrido com dias fixos de trabalho presencial,,de 501 a 1.000,"Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Organizar as informações e garantir a qualidade e confiabilidade., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.",,True,24.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,plm8ptqse34x2u0tp290bplm8pukt3al,,Empregado (CLT),4 - 10,"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,de 4 a 6 anos,Tecnologia/Fábrica de Software,Estudante de Graduação,2022,5.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,MG,,5000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,22-24,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
3894,,,,,,,34.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,pkxikz6a2kc00xpfpspkxikz6shazjzq,,"Desempregado, buscando recolocação",,,,Sudeste,,0 - 6 meses,,,Estudante de Graduação,2022,,,,Feminino,SP,,,,Não se aplica/Outra área,30-34,,,Analista de Dados/Data Analyst,
3895,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 101 a 500,"Contratar novos talentos., Garantir retorno do investimento (ROI) em projetos de dados., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,True,36.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pk2hsjtjvegbnu55idqfpk29uernnjfl,,Empreendedor ou Empregado (CNPJ),51 - 100,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,Mais de 10 anos,Tecnologia/Fábrica de Software,Doutorado ou Phd,2022,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,27500.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,35-39,Mais de 10 anos,,,de R$ 25.001/mês a R$ 30.000/mês
3896,Modelo 100% remoto,,Acima de 3.000,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Gestão de projetos envolvendo áreas multidisciplinares da empresa., Dividir o tempo entre entregas técnicas e gestão de pessoas.",,False,38.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,pjmqu3p6ht3or0p7pjmqu3p3rzhwbgv4,,Empregado (CLT),Acima de 300 pessoas,Maturidade da empresa em termos de tecnologia e dados,Modelo híbrido com dias fixos de trabalho presencial,Sudeste,True,,Mais de 10 anos,Internet/Ecommerce,Graduação/Bacharelado,2022,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,Falta de maturidade analítica na empresa,27500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,35-39,de 1 a 2 anos,,,de R$ 25.001/mês a R$ 30.000/mês
3897,Modelo 100% presencial,"MySQL, SQL SERVER, Oracle",de 101 a 500,,Analista de Negócios/Business Analyst,True,47.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,piqo5p6okebj80erpiqhb9fdk7xift53,SQL,Empregado (CLT),,"Remuneração/Salário, Benefícios, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial,Sul,False,,de 7 a 10 anos,Setor Alimentício,Pós-graduação,2022,8.5,,"Sim, fui aprovado e mudei de emprego",Feminino,RS,,5000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de Negócios,45-49,Mais de 10 anos,,,de R$ 4.001/mês a R$ 6.000/mês
3898,Modelo 100% remoto,"Google BigQuery, PostgreSQL",de 101 a 500,,Analista de BI/BI Analyst,True,26.0,Outras Engenharias,SQL,Sênior,piq98krot6vhsbc7fcpiq98khjm8jpvm,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,False,,de 1 a 2 anos,Internet/Ecommerce,Graduação/Bacharelado,2022,1.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,SP,,5000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de BI,25-29,de 1 a 2 anos,,,de R$ 4.001/mês a R$ 6.000/mês
3899,Modelo 100% remoto,"Cassandra, Amazon Athena, MariaDB, Hive, Sybase, Splunk, SQL SERVER, MongoDB",Acima de 3.000,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,True,43.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,SQL,Júnior,pija114d0f3vj9tgpija1ubc3urmbb5i,"SQL, Python",Empregado (CLT),,Flexibilidade de trabalho remoto,Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Finanças ou Bancos,Pós-graduação,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,7000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Engenheiro de Dados,40-44,Menos de 1 ano,,,de R$ 6.001/mês a R$ 8.000/mês
3900,Modelo 100% remoto,"SQL SERVER, PostgreSQL, Databricks, MongoDB",de 101 a 500,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,False,34.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,pidl046by8hpp6bi81zpidl0uizgajr8,SQL,Empreendedor ou Empregado (CNPJ),,Maturidade da empresa em termos de tecnologia e dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 4 a 6 anos,Tecnologia/Fábrica de Software,Pós-graduação,2022,5.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,SP,O clima de trabalho/ambiente não é bom,10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Engenheiro de Dados,30-34,de 3 a 4 anos,,,de R$ 8.001/mês a R$ 12.000/mês
3901,Modelo 100% remoto,"PostgreSQL, Firebase, Elaticsearch",de 101 a 500,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,True,27.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,JavaScript,Sênior,phrmrc83astjc9phrma9tx9os9aeenbl,"SQL, JavaScript, Java",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Nordeste,False,,Não tenho experiência na área de dados,Tecnologia/Fábrica de Software,Estudante de Graduação,2022,0.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,BA,,5000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Outros,25-29,de 3 a 4 anos,,,de R$ 4.001/mês a R$ 6.000/mês
3902,Modelo híbrido com dias fixos de trabalho presencial,"MongoDB, DynamoDB",Acima de 3.000,,Cientista de Dados/Data Scientist,True,25.0,Outras Engenharias,Python,Júnior,pgq94f3lhlfbx7gopgq96507jl2182mw,"R, Python, C/C++/C#, Matlab",Empregado (CLT),,"Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2022,3.5,Centro-oeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,5000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Cientista de Dados,25-29,de 1 a 2 anos,,,de R$ 4.001/mês a R$ 6.000/mês
3903,,,,,,,25.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,pgi3dupupwz7yw8icgdpgia0q4it40v2,,"Desempregado, buscando recolocação",,,,Sul,,0 - 6 meses,,,Graduação/Bacharelado,2022,,,,Feminino,SC,,,,Não se aplica/Outra área,25-29,,,Cientista de Dados/Data Scientist,
3904,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"Presto, Amazon Redshift, S3",Acima de 3.000,,Analista de Dados/Data Analyst,True,21.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,pgi29pqxwzdkmcj2elszpgi294dqa3z1,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Reputação que a empresa tem no mercado, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Internet/Ecommerce,Graduação/Bacharelado,2022,3.5,,"Sim, fui aprovado e mudei de emprego",Masculino,SP,,7000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Analista de Dados,17-21,Menos de 1 ano,,,de R$ 6.001/mês a R$ 8.000/mês
3905,Modelo 100% remoto,"PostgreSQL, Amazon Aurora ou RDS, SQL SERVER, MySQL, Oracle, Amazon Athena",de 1.001 a 3.000,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,False,28.0,Outras Engenharias,SQL,Júnior,pgefbft5al9oejicxrpgefbhdvotvaj1,SQL,Estagiário,,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Nordeste,False,,Menos de 1 ano,Tecnologia/Fábrica de Software,Mestrado,2022,0.5,,"Sim, fiz entrevistas mas não fui aprovado",Feminino,SE,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado",1500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Engenheiro de Dados,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 1.001/mês a R$ 2.000/mês
3906,,,,,,,37.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,pfvp4k1q8vf6uujbg9itpfvp4kygszsh,,"Desempregado, buscando recolocação",,,,,,0 - 6 meses,,,Estudante de Graduação,2022,,,,Masculino,,,,,Não se aplica/Outra área,35-39,,,Cientista de Dados/Data Scientist,
3907,,,,,,,31.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,pfvj4zorj2dqoxpfvj1qrdjbll326yhf,,"Desempregado, buscando recolocação",,,,Sul,,1 ano - 2 anos,,,Estudante de Graduação,2022,,,,Masculino,PR,,,,Não se aplica/Outra área,30-34,,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,
3908,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),"MySQL, MongoDB, PostgreSQL, Redis, S3, SQLite",de 51 a 100,,Analista de Negócios/Business Analyst,True,27.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,SQL,Pleno,pflf2hdtuqistdnzjpflf2f6bezfczy5,"SQL, Python, PHP, JavaScript",Empregado (CLT),,Plano de carreira e oportunidades de crescimento profissional,Modelo 100% remoto,Nordeste,False,,de 1 a 2 anos,Outra Opção,Graduação/Bacharelado,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,BA,,7000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Analista de Negócios,25-29,de 3 a 4 anos,Pentaho,,de R$ 6.001/mês a R$ 8.000/mês
