,modelo_trabalho_atual,bancos_dados_usados_dia_a_dia,tamanho_empresa,desafios_gestor,cargo_atual,satisfacao_trabalho,idade,area_formacao,linguagem_principal,nivel_hierarquico,id_participante,linguagens_usadas_dia_a_dia,situacao_trabalho,tamanho_equipe_dados,criterios_escolha_emprego,modelo_trabalho_ideal,regiao_residencia,atua_como_gestor,tempo_busca_emprego_meses,experiencia_dados_anos,setor_atuacao,nivel_ensino,ano,experiencia_anos_num,regiao_origem,entrevistas_ultimos_6m,genero,uf_residencia,motivos_insatisfacao,salario_medio_mensal,planos_mudar_emprego,grupo_cargo,faixa_idade,experiencia_ti_anos,ferramentas_bi_usadas_dia_a_dia,tipo_oportunidade_buscada,faixa_salarial
6138,Modelo 100% remoto,"Microsoft Access, SQLite, SAP HANA, Cassandra, SQL SERVER, Oracle, PostgreSQL, Databricks",Acima de 3.000,,Analista de Dados/Data Analyst,False,25.0,Marketing / Publicidade / Comunicação / Jornalismo,SQL,Pleno,6m8haop6lxnaizpwij6m8haopiax98jg,"SQL, Python, Scala",Empregado (CLT),,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,de 3 a 4 anos,Finanças ou Bancos,Graduação/Bacharelado,2022,3.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Prefiro não informar,SP,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",3500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Analista de Dados,25-29,Menos de 1 ano,"Tableau, TIBCO Spotfire, Microsoft PowerBI, Alteryx",,de R$ 3.001/mês a R$ 4.000/mês
6139,Modelo 100% remoto,"SQL SERVER, MySQL, Google BigQuery",de 11 a 50,,Analista de BI/BI Analyst,True,37.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,SQL,Pleno,6m3jpivtw6kh7e56m3jpi9u5x5se6eai,SQL,Empregado (CLT),,Oportunidade de aprendizado e trabalhar com referências na área,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Nordeste,False,,de 3 a 4 anos,Área de Consultoria,Pós-graduação,2022,3.5,,"Sim, fui aprovado e mudei de emprego",Masculino,PE,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de BI,35-39,Menos de 1 ano,,,de R$ 8.001/mês a R$ 12.000/mês
6140,Modelo 100% remoto,Amazon Redshift,de 1.001 a 3.000,,Engenheiro de Machine Learning/ML Engineer,True,25.0,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Python,Júnior,6m326j6lui4ww86m326uc72y4uqmkfb0,"SQL, Python, Java",Empregado (CLT),,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Nordeste,False,,de 1 a 2 anos,Finanças ou Bancos,Pós-graduação,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,CE,,7000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Engenheiro de ML,25-29,Menos de 1 ano,,,de R$ 6.001/mês a R$ 8.000/mês
6141,Modelo 100% remoto,MySQL,de 501 a 1.000,,Cientista de Dados/Data Scientist,True,23.0,Outras Engenharias,Python,Júnior,6lzjuopkfknz33xe01g6lzjuopu6c4wd,"Python, R",Estagiário,,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",Modelo híbrido com dias fixos de trabalho presencial,Sudeste,False,,de 1 a 2 anos,Área de Consultoria,Estudante de Graduação,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,MG,,1500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Cientista de Dados,22-24,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 1.001/mês a R$ 2.000/mês
6142,Modelo 100% presencial,Oracle,de 51 a 100,,Outra Opção,True,30.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não utiliza programação,Pleno,6ltnjhhjz63i1amcb43ndn6ltnjhhlas,Não utilizo nenhuma das linguagens listadas,Empregado (CLT),,"Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,False,,Não tenho experiência na área de dados,Setor Automotivo,Estudante de Graduação,2022,0.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,RS,,2500.5,Estou em busca de oportunidades dentro ou fora do Brasil,Outros,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 2.001/mês a R$ 3.000/mês
6143,Modelo 100% remoto,"MongoDB, Databricks, Oracle",Acima de 3.000,,Analista de Dados/Data Analyst,False,30.0,Outras Engenharias,Python,Sênior,6ls56018k4eac8j6ls5ue3zweuxlllug,"SQL, Python",Empregado (CLT),,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Sudeste,False,,de 1 a 2 anos,Varejo,Mestrado,2022,1.5,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,RJ,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de maturidade analítica na empresa",10000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de Dados,30-34,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
6144,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Acima de 3.000,"Dividir o tempo entre entregas técnicas e gestão de pessoas., Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Organizar as informações e garantir a qualidade e confiabilidade.",,True,36.0,Marketing / Publicidade / Comunicação / Jornalismo,,,6l8lrozta3wcm95dhjnmy6l8lrolmvxu,,Empregado (CLT),101 - 300,"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sul,True,,de 3 a 4 anos,Finanças ou Bancos,Mestrado,2022,3.5,Sudeste,"Sim, fiz entrevistas mas não fui aprovado",Masculino,RS,,10000.5,"Estou em busca de oportunidades, mas apenas fora do Brasil",Não se aplica/Outra área,35-39,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 8.001/mês a R$ 12.000/mês
6145,Modelo 100% presencial,"Oracle, DB2",Acima de 3.000,,Analista de Dados/Data Analyst,True,,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,SAS/Stata,Sênior,6l6ult050losg0o7axm6l6ult1xx5knz,"SQL, Python, SAS/Stata",Servidor Público,,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Propósito do trabalho e da empresa",Modelo 100% remoto,Centro-oeste,False,,Mais de 10 anos,Varejo,Pós-graduação,2022,12.0,Sudeste,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,DF,,14000.5,"Não estou buscando, mas me considero aberto a outras oportunidades",Analista de Dados,55+,Mais de 10 anos,,,de R$ 12.001/mês a R$ 16.000/mês
6146,Modelo 100% remoto,,de 11 a 50,"Conseguir gerar valor para as áreas de negócios através de estudos e experimentos., Dividir o tempo entre entregas técnicas e gestão de pessoas., Conseguir levar inovação para a empresa através dos dados.",,True,25.0,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,6k8jeaa2op6lblfze6k8mr2aeqrb9hz2,,Empreendedor ou Empregado (CNPJ),4 - 10,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto,Sul,True,,de 1 a 2 anos,Educação,Mestrado,2022,1.5,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Feminino,PR,,5000.5,Estou em busca de oportunidades dentro ou fora do Brasil,Não se aplica/Outra área,25-29,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,de R$ 4.001/mês a R$ 6.000/mês
6147,,,,,,,30.0,Outras Engenharias,,,6i1a7y5liypqt15q6iocqywf5jvrlpdq,,"Desempregado, buscando recolocação",,,,Centro-oeste,,7 meses - 1 ano,,,Mestrado,2022,,,,Masculino,GO,,,,Não se aplica/Outra área,30-34,,,Analista de Dados/Data Analyst,
6148,Modelo 100% remoto,,Acima de 3.000,"Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Garantir retorno do investimento (ROI) em projetos de dados., Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.",,True,39.0,Outras Engenharias,,,6hygu7726964oam41886hygulyi50g24,,Empregado (CLT),Acima de 300 pessoas,"Flexibilidade de trabalho remoto, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Sul,True,,Mais de 10 anos,Varejo,Mestrado,2022,12.0,,"Sim, fui aprovado mas decidi não mudar de emprego",Masculino,PR,,40001.0,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,35-39,de 1 a 2 anos,,,Acima de R$ 40.001/mês
6149,Modelo 100% remoto,Amazon Athena,Acima de 3.000,,Analista de Negócios/Business Analyst,True,21.0,Marketing / Publicidade / Comunicação / Jornalismo,Não utiliza programação,Pleno,6hr19tzw4tzz6vkpf6hr1b0evcod3jd8,Não utilizo nenhuma das linguagens listadas,Empregado (CLT),,"Ambiente e clima de trabalho, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,False,,Menos de 1 ano,Tecnologia/Fábrica de Software,Graduação/Bacharelado,2022,0.5,,"Sim, fui aprovado e mudei de emprego",Feminino,SP,,10000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Analista de Negócios,17-21,de 1 a 2 anos,,,de R$ 8.001/mês a R$ 12.000/mês
6150,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,de 1.001 a 3.000,"Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados., Dividir o tempo entre entregas técnicas e gestão de pessoas., Organizar as informações e garantir a qualidade e confiabilidade.",,True,43.0,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,6hp380vhmw93a9s306hp38j3logblrow,,Empregado (CLT),101 - 300,"Propósito do trabalho e da empresa, Remuneração/Salário, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sudeste,True,,Mais de 10 anos,Finanças ou Bancos,Pós-graduação,2022,12.0,,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Masculino,SP,,35000.5,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,Não se aplica/Outra área,40-44,de 5 a 6 anos,,,de R$ 30.001/mês a R$ 40.000/mês
